Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Active ingredient (product.metafields.shopify.active-ingredient),Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Constitutive ingredients (product.metafields.shopify.constitutive-ingredients),Cosmetic finish (product.metafields.shopify.cosmetic-finish),Cosmetic function (product.metafields.shopify.cosmetic-function),Dispenser type (product.metafields.shopify.dispenser-type),Eye shadow effect (product.metafields.shopify.eye-shadow-effect),Eyebrow enhancer color (product.metafields.shopify.eyebrow-enhancer-color),Face powder color (product.metafields.shopify.face-powder-color),Face powder type (product.metafields.shopify.face-powder-type),Flavor (product.metafields.shopify.flavor),Fragrance level (product.metafields.shopify.fragrance-level),Hair care finish (product.metafields.shopify.hair-care-finish),Heat settings (product.metafields.shopify.heat-settings),Lip gloss effect (product.metafields.shopify.lip-gloss-effect),Lip liner design (product.metafields.shopify.lip-liner-design),Lipstick effect (product.metafields.shopify.lipstick-effect),Makeup shade (product.metafields.shopify.makeup-color-shade),Makeup features (product.metafields.shopify.makeup-features),Mascara effect (product.metafields.shopify.mascara-effect),Moisturizer type (product.metafields.shopify.moisturizer-type),Occasion (product.metafields.shopify.occasion),Package type (product.metafields.shopify.package-type),Plate type (product.metafields.shopify.plate-type),Product benefits (product.metafields.shopify.product-benefits),Product certifications & standards (product.metafields.shopify.product-certifications-standards),Product form (product.metafields.shopify.product-form),Scent (product.metafields.shopify.scent),Season (product.metafields.shopify.season),Skin care effect (product.metafields.shopify.skin-care-effect),Skin care features (product.metafields.shopify.skin-care-features),Skin tone (product.metafields.shopify.skin-tone),Skin undertone (product.metafields.shopify.skin-undertone),Suitable for hair type (product.metafields.shopify.suitable-for-hair-type),Suitable for skin type (product.metafields.shopify.suitable-for-skin-type),Target gender (product.metafields.shopify.target-gender),Texture (product.metafields.shopify.texture),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
luxe-lip-liner,Luxe Lip Liner,"<p>Lip Liner offers rich, high-impact color with a soft-satin finish that enhances the natural shape of your lips. Infused with a peptide complex, this liner provides definition and comfortable wear while supporting lip health. Its long-lasting formula ensures precise application and vibrant results throughout the day.</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Lip Makeup > Lip Liners,Makeup,Lip Liner,true,Color,unicorn-blood,product.metafields.shopify.color-pattern,,,,,,,,1.19067997125,shopify,deny,manual,18.00,20.00,true,true,,,,,'15446028705,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/876b2241-ae0e-455d-8180-08c2bcb986e8.png?v=1758431168,1,"",false,,,,,unicorn-blood,,satin,,,,,,,,,,,,fixed,,,easy-to-apply; long-lasting; nourishing,,,,,,hydrating; coloring,cruelty-free; vegan,,,,,,,,,,,smooth; soft,,oz,,6.00,active
all-nighter-vitamin-c-hydrating-setting-spray,Vitamin C Hydrating Setting Spray,"<p>Keep your makeup flawless from dawn till dusk with the Vitamin C Hydrating Setting Spray! This magical mist locks in your look for 16 hours while giving your skin a refreshing burst of hydration. Say goodbye to makeup meltdowns and hello to a bright, radiant glow that’s ready for anything. Perfect for those busy days when your face needs to stay as vibrant as you feel!</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Makeup Finishing Sprays,Makeup,"",true,Title,Default Title,,,,,,,,,113.3980925,shopify,deny,manual,27.99,32.00,true,true,,,,,'360597267070,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_25.png?v=1758488567,1,"",false,,,,,,,luminous; natural; radiant,,bottle; spray,,,,,,,,,,,,,non-irritating; long-lasting; moisturizing; easy-to-apply; nourishing; high-pigmentation; hydrating,,,,,,,,liquid; spray,,,brightening; moisturizing; anti-redness,,,,,all-skin-types,,,,oz,,15.00,active
youthforia-pregame-primer-copy,Sunkissed Skin Enhancer,"<p>Discover your new glow buddy with this Sun-kissed Skin Enhancer! This feather-light, tinted formula blurs imperfections and gives your skin a playful, sun-kissed radiance. Infused with 72% skincare actives and patented plant-based ingredients, it teams up with your skin’s natural rhythm to revive tired, stressed, or jetlagged skin—leaving you looking bright and refreshed, day after day. Perfect for adding that effortless glow with a touch of magic!</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Highlighters & Luminizers,Makeup,"",true,Makeup shade,radiant,product.metafields.shopify.makeup-color-shade,,,,,,,,14.1747615625,shopify,deny,manual,0.00,32.00,true,true,,,,,'850025682879,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_23.png?v=1758487499,1,"",false,,,,,,,radiant; luminous; natural,,tube; bottle,,,,,,,,,,,,radiant,non-irritating; long-lasting; moisturizing; easy-to-apply; nourishing; high-pigmentation; hydrating,,,,,,,,lotion; cream; liquid,,,brightening; moisturizing; anti-redness,,,,,all-skin-types,,,,oz,,6.40,active
dolce-gabanna-hour-glass-locked-mascara,Hourglass Unlocked Defining and Lengthening Tubing Mascara,"<p>Hourglass Unlocked Defining and Lengthening Tubing Mascara delivers striking lash length and definition with a unique tubing formula that effortlessly extends each lash for an instant lash extension effect. Free from sulfates, parabens, formaldehydes, phthalates, and more, it respects sensitive eyes while providing dramatic volume and lift. This vegan, cruelty-free, and gluten-free mascara ensures a flawless, sophisticated finish every time. Ideal for those who crave bold, beautifully defined lashes without compromise.</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Eye Makeup > Eyeliner,Makeup,"",true,Color,black,product.metafields.shopify.color-pattern,,,,,,,,0.0,shopify,deny,manual,0.00,33.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_22.png?v=1758486257,1,"",false,,,,,black,,satin; matte; radiant; natural; smooth,,pencil; tube,,,,,,,,,,fixed,,,easy-to-apply; long-lasting; nourishing; non-irritating; high-pigmentation; buildable-coverage; durable,,,,,,hydrating; coloring,cruelty-free; vegan; gluten-free; phthalate-free; sulfate-free; paraben-free,pencil; liquid,,,,,,,,,,smooth; soft,,lb,,15.00,active
yara-perfumed-spray-copy,Cheirosa 71 Perfume Mist,"<p>Indulge your senses with the playful warmth of Sol de Janeiro Brazilian Crush Cheirosa 62 Fragrance Mist. Inspired by Brazil’s sweet traditions, it wraps you in a cozy blend of caramelized vanilla, toasted macadamia nut, and rich tonka bean—like homemade doce de leite with sugar-lined lips. This decadent mist invites you to savor its decadent aroma anytime, adding a fun, dessert-inspired touch to your day.</p>",The Beauty Vault,Animals & Pet Supplies > Pet Supplies > Pet Grooming Supplies > Pet Fragrances & Deodorizing Sprays > Perfumes,Fragrance,"",true,Title,Default Title,,,,,,,,,28.349523125,shopify,deny,manual,0.00,15.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_16.png?v=1758483158,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,formal; everyday,,,,,,moi,summer; spring,,,,,,,,,,oz,,13.00,active
yara-eau-de-parfum-copy-1,Golden Aura,"<p>A sophisticated floral-vanilla fragrance in a sleek 6.67 fl oz travel spray—perfect for effortless elegance anytime, anywhere. Its concentrated formula leaves a lasting impression, while the refined design makes it ideal for those who love beauty in motion. Crafted for a balance of warmth and radiance, this scent adds a touch of luxury to any collection or gift set.</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,Fragrance,"",true,Scent,moi,product.metafields.shopify.scent,,,,,,,,33.4524372875,shopify,deny,manual,0.00,10.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_15.png?v=1758482296,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,formal; everyday,,,,,,moi,summer; spring,,,,,,,,,,oz,,5.00,active
wander-beauty-lip-cream-and-conditioner,Lip Cream and Conditioner Duo,"<p>Experience the perfect blend of beauty and care with this lip cream and conditioner duo. This duo offers buildable coverage that glides on smoothly like a lipstick while delivering the nourishing comfort of a balm. Ideal for those seeking a sophisticated lip look with lasting hydration, it enhances your natural beauty with ease and elegance.</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lip Balms & Treatments > Lip Balms,Makeup,"",true,Color,in-the-clear-otw-dual,product.metafields.shopify.color-pattern,,,,,,,,3.9689332375,shopify,deny,manual,19.99,26.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_13.png?v=1758481232,1,"",false,,,,,in-the-clear-otw-dual,,matte; natural; smooth,,,,,,,,,,,,,plumping; smoothing; coloring; softening; hydrating; moisturizing; nourishing,,high-pigmentation; moisturizing; easy-to-apply; long-lasting; buildable-coverage; hydrating; nourishing,,,,stick,,,,cream,,,,,,,,all-skin-types,unisex,velvety; smooth; creamy,,oz,,6.00,active
viva-la-juicy-couture-body-souffle-cream,Body Souffle' Cream,"<p>Experience the refined elegance of Body Soufflé Cream, where a subtle blend of wild berry and juicy mandarin meets delicate notes of honeysuckle, gardenia, and jasmine. This feminine fragrance is thoughtfully balanced with warm amber and vanilla, offering a fresh yet sophisticated scent ideal for the office. Its rich, creamy formula deeply nourishes skin while leaving a graceful, lingering aroma.</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Bath & Body,Fragrance,"",true,Title,Default Title,,,,,,,,,119.067997125,shopify,deny,manual,15.00,17.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_12.png?v=1758480504,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,formal; everyday; special-occasion,,,,,,viva-la-juicy,summer; spring,,,,,,,,,,oz,,8.00,active
boss-by-nature-buttery-blush,Nature Buttery Blush,"<p>Add a pop of playful color with Nature Buttery Blush! This creamy, satin-matte formula glides on smoothly for a buildable, natural flush that brightens your cheeks and your day. Packed with skin-loving vitamin E, kaolin clay to keep shine in check, and squalane to lock in moisture, it keeps your skin happy and glowing while giving pores a little breather. Blend it, build it, love it—your new go-to cheek companion for a fresh, radiant look!</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Blushes & Bronzers,Makeup,"",true,Color,grit,product.metafields.shopify.color-pattern,,,,,,,,6.4,shopify,deny,manual,0.00,25.00,true,true,,,,,'850009364470,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_11.png?v=1758478306,1,"",false,,,,,grit,,satin; matte,,pan,,,,,,,,,,,,,easy-to-apply; buildable-coverage; hydrating; nourishing; moisturizing,,,,,,brightening; hydrating; nourishing; moisturizing,,cream,,,,,,,,all-skin-types,,,,g,,,active
fenty-beauty-gloss-bomb-stix-high-shine-gloss-stick,Gloss Bomb Stix High-Shine Gloss Stick,"<p>Experience a sophisticated touch of gloss and color with the Gloss Bomb Stix High-Shine Gloss Stick. Enriched with Vitamin E, Shea Butter, and Squalane, this medium-pigment lipstick delivers a radiant shine while locking in moisture for up to 8 hours, leaving your lips nourished and luxuriously glossy throughout the day.</p>
<p><br></p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Lip Makeup > Lip Gloss,Makeup,"",true,Color,blazd-donut-01,product.metafields.shopify.color-pattern,,,,,,,,3.401942775,shopify,deny,manual,25.00,19.50,true,true,,,,,'840026668026,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/glazeddonut.png?v=1758476894,1,"",false,,,,,blazd-donut-01,,shine-free; glossy; radiant,,,,,,,,,,,nourishing; moisturizing; coloring; glowing; smoothing; hydrating,,,,nourishing; moisturizing; long-lasting; hydrating,,,,,,,,,,,,,,,,,,,,oz,,17.50,active
bold-bites-mini-power-move-soft-matte-lipstick-set,Mini Soft Matte Lipstick Set,"<p>Elevate your lip game with the Mini Soft Matte Lipstick Set. This elegant gift set features four richly pigmented shades. Each lipstick glides on smoothly for a soft matte finish that delivers lasting color and sophistication. Perfect for trying versatile shades or gifting a polished look. New in box, Sugar Buns shades included.</p>
<p>Colors included: Hot Tomato, Morello, Sugar Buns, Chai </p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Lip Makeup > Lipsticks,"","",true,Title,Default Title,,,,,,,,,4.5359237,shopify,deny,manual,36.00,38.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_8.png?v=1758475036,1,"",false,,,,,multicolor,,matte,,,,,,,,,,,,,softening; coloring,,moisturizing; easy-to-apply; long-lasting; high-pigmentation,,,,,,,,,,,,,,,,,,smooth; creamy,,oz,,,active
jeffree-star-cosmetics-velour-lip-liner-copy,Extreme Pigment Eye Pencil,"<p>Achieve striking, defined eyes with the Extreme Pigment Eye Pencil. Its creamy texture glides smoothly without tugging or irritating the skin, delivering rich, long-lasting color that enhances your lash lines effortlessly. This vegan and gluten-free formula allows for precise application when sharpened, or a softened, smoky effect when smudged, perfect for elegant, versatile eye looks.</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Eye Makeup > Eyeliner,Makeup,"",true,Color,blue-suede,product.metafields.shopify.color-pattern,,,,,,,,0.0,shopify,deny,manual,18.00,20.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_7.png?v=1758474563,1,"",false,,,,,blue-suede,,satin; matte,,pencil,,,,,,,,,,fixed,,,easy-to-apply; long-lasting; nourishing; non-irritating; high-pigmentation; buildable-coverage,,,,,,hydrating; coloring,cruelty-free; vegan; gluten-free,pencil,,,,,,,,,,smooth; soft,,lb,,6.00,active
jeffree-star-cosmetics-velour-liquid-lipstick-copy,Glow Gloss Bomb Universal Lip Luminizer,"<p>Get ready to shine bright with Gloss Bomb Universal Lip Luminizer! This lip gloss delivers explosive shine that feels just as amazing as it looks, making it the perfect finishing touch to any look. Lightweight and irresistibly glossy, it’s your go-to for lips that dazzle and delight all day long. Add a pop of glow and let your smile steal the spotlight!</p>
<p><br></p>
<p> </p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Lip Makeup > Lip Gloss,Makeup,"",true,Color,fenty-glow,product.metafields.shopify.color-pattern,,,,,,,,8.5048569375,shopify,deny,manual,19.99,22.00,true,true,,,,,'816657022513,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_5.png?v=1758473396,1,"",false,,,,,fenty-glow; cheeky,,shimmer; glossy; luminous,,,,,,,,,,,glowing; coloring; hydrating,,coloring; hydrating,,easy-to-apply; long-lasting; hydrating; high-pigmentation,,,,,,,cruelty-free,,,,,,,,,,,smooth; lightweight,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_5.png?v=1758473396,oz,,10.00,active
jeffree-star-cosmetics-velour-liquid-lipstick-copy,,,,,,,,,cheeky,,,,,,,,,8.5048569375,shopify,deny,manual,19.99,22.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_49.png?v=1758506592,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_49.png?v=1758506592,oz,,10.00,
youthforia-pregame-primer,Primer,"<p>Primer is your skin’s new best friend! This travel-sized, silicone-free lotion calms redness and locks in moisture, giving you a fresh, natural glow. It keeps your makeup happy and in place all day—because flawless skin should be fun and easy!</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Face Primers,Makeup,"",true,Title,Default Title,,,,,,,,,28.349523125,shopify,deny,manual,32.00,38.00,true,true,,,,,'850025682282,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_4.png?v=1758471860,1,"",false,,,,,,,radiant; luminous; natural,,tube,,,,,,,,,,,,light-beige; beige,non-irritating; long-lasting; moisturizing; easy-to-apply,,,,,,,,lotion; cream,,,brightening; moisturizing; anti-redness,,,,,all-skin-types,,,,oz,,10.00,active
idole-eau-de-parfum-nectar,Eau de Parfum Nectar,"<p>Experience the elegance of Eau de Parfum Nectar, a sophisticated fragrance crafted for the modern woman. This long-lasting perfume delicately blends fresh bergamot with luminous jasmine and warm vanilla, creating a fresh and floral scent that embodies confidence and grace. Perfect for any occasion, it leaves a subtle yet unforgettable trail that enhances your presence throughout the day.</p>
<h1 class=""a-size-large a-spacing-none""><span id=""productTitle"" class=""a-size-large product-title-word-break""></span></h1>
<p> </p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,Fragrance,"",true,Title,Default Title,,,,,,,,,9.6388378625,shopify,continue,manual,26.00,34.00,true,true,,,,,'3614273749756,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/idole_travel.png?v=1758466247,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,special-occasion,,,,,,floral; vanilla,summer; spring,,,,,,,,,,oz,,10.00,active
matte-lip-kit-2-piece,Lip Kit,"<p>This best-selling matte lip kit delivers a complete lip routine with a liquid lipstick and matching lip liner, both formulated for long-lasting wear. These highly pigmented products offer full coverage and an 8+ hour smudge-resistant finish, ensuring your matte look stays flawless throughout the day. </p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Lip Makeup > Lipsticks,Makeup,"",true,Color,500-kristen-matte,product.metafields.shopify.color-pattern,,,,,,,,1.1,shopify,deny,manual,24.00,26.50,true,true,,,,,'4064941006770,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/b8cf0279-2f00-4597-84e9-d7766bb88024.png?v=1758438894,1,"",false,,,,,500-kristen-matte,,matte,,,,,,,,,,,,,smoothing; coloring,,easy-to-apply; buildable-coverage; high-pigmentation; long-lasting,,,,,,,,,,,,,,,,,,smooth,,g,,9.00,active
mac-glow-play-cushiony-blush,Glow Play Cushiony Blush,"<p>Delivers a lightweight, cushiony texture that blends effortlessly for a natural, radiant flush. Its ultra-smooth formula allows precise application with fingers or a brush, enhancing your complexion with a subtle yet luminous hint of color. Ideal for adding a fresh, dewy glow, this blush supports a professional, polished look with ease.</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Blushes & Bronzers,Makeup,"",true,Color,so-natural,product.metafields.shopify.color-pattern,,,,,,,,7.3,shopify,deny,manual,21.00,23.80,true,true,,,,,'773602470150,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/297ae71a-5a7b-4908-b7f6-9eb8e62e8785.png?v=1758437686,1,"",false,,,,,so-natural,,luminous; dewy; natural; radiant,,pan; case,,,,,,,,,,,,,easy-to-apply; non-irritating; buildable-coverage,,,,,,brightening; natural; radiant,,pressed-powder,,,,,,,,all-skin-types,,,,g,,9.00,active
buxom-full-on-plumping-liquid-lipstick,Plumping Liquid Lipstick,"<p>Plumping Liquid Lipstick combines intense pigment with a unique plumping formula to enhance your lips’ fullness while delivering a rich, glossy application that dries to a smooth, matte finish. Designed for comfortable wear, this liquid lipstick provides long-lasting color and a velvety texture that keeps your lips looking defined and lush throughout the day. Ideal for those seeking a bold, sophisticated lip look with the added benefit of noticeable plumping.</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Lip Makeup > Lipsticks,Makeup,"",true,Color,party-hopping,product.metafields.shopify.color-pattern,,,,,,,,3.9689332375,shopify,deny,manual,22.00,26.00,true,true,,,,,'194249002991,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/8c352601-9014-4961-9528-0753ba7a451f.png?v=1758434140,1,"",false,,,,,party-hopping,,matte,,,,,,,,,,,,,plumping; smoothing; coloring,,high-pigmentation; moisturizing; easy-to-apply; long-lasting,,,,,,,,,,,,,,,,,,velvety; smooth,,oz,,6.00,active
stay-put-brow-sculpturing-glue,Stay Put Brow Sculpturing Glue,"<p>Stay Put Brow Sculpturing Glue offers precision brow control with a lightweight, non-flaking formula that sculpts and sets brows for a lasting lamination effect. Designed for expert use, it enhances fullness and maintains a structured, flawless finish throughout the day, ensuring your brows stay perfectly in place without stiffness or residue.</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Eye Makeup > Eyebrow Enhancers,Makeup,"",true,Title,Default Title,,,,,,,,,9.6388378625,shopify,deny,manual,6.00,6.99,true,true,,,,,'0741654645215,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/3e931a18-baa1-48cf-a7cc-aead679f4d67.png?v=1758437833,1,"",false,,,,,,,smooth; natural; radiant,,,,,,,,,,,,,,,non-irritating; long-lasting; easy-to-apply; non-drying,,,,,,,,gel,,,,,,,,,,,,oz,,5.00,active
yara-eau-de-parfum,Floral-Vanilla Perfume,"<p>A sophisticated floral fragrance in a sleek 1.18 fl oz travel-size spray, perfect for effortless application anytime. Its concentrated formula ensures a lasting scent, while its compact design offers elegance and convenience for those on the move. Expertly crafted in the United Arab Emirates, Yara combines portability with timeless refinement, making it an ideal addition to any boxed set or travel collection.</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,Fragrance,"",true,Scent,moi,product.metafields.shopify.scent,,,,,,,,33.4524372875,shopify,deny,manual,9.00,10.00,true,true,,,,,'6925564565854,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_1.png?v=1758466831,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,formal; everyday; special-occasion,,,,,,moi,summer; spring,,,,,,,,,,oz,,5.00,active
jeffree-star-cosmetics-velour-lip-liner,Lip Liner,"<p>Liner offers rich, high-impact color with a soft-satin finish that enhances the natural shape of your lips. Infused with a peptide complex, this liner provides definition and comfortable wear while supporting lip health. Its long-lasting formula ensures precise application and vibrant results throughout the day.</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Lip Makeup > Lip Liners,Makeup,"",true,Color,deceased,product.metafields.shopify.color-pattern,,,,,,,,0.0,shopify,deny,manual,18.00,20.00,true,true,,,,,'815446028880,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/876b2241-ae0e-455d-8180-08c2bcb986e8.png?v=1758431168,1,"",false,,,,,deceased; unicorn-blood,,satin,,,,,,,,,,,,fixed,,,easy-to-apply; long-lasting; nourishing,,,,,,hydrating; coloring,cruelty-free; vegan,,,,,,,,,,,smooth; soft,,lb,,6.00,active
jeffree-star-cosmetics-velour-lip-liner,,,,,,,,,unicorn-blood,,,,,,,,,0.0,shopify,deny,manual,18.00,20.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,6.00,
jeffree-star-velour-liquid-lipstick-copy,Liquid Lipstick,"<p>Lipstick delivers rich color with a matte finish that lasts for hours. This long-wearing formula stays fully opaque while keeping your lips comfortable and bold throughout the day.</p>
<p> </p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Lip Makeup > Lipsticks,Makeup,"",true,Color,red-rum,product.metafields.shopify.color-pattern,,,,,,,,5.38640939375,shopify,deny,manual,19.00,22.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0766/5254/4213/files/7d815fae-df2f-445c-b755-ef93f76cb1d6.png?v=1758424113,1,"",false,,,,,red-rum; designer-blood; tea-bag; posh-spice; tax-break; no-squeeze; prom-night,,matte,,,,,,,,,,,,,coloring; smoothing,,high-pigmentation; easy-to-apply; long-lasting,,,,,,,cruelty-free; vegan,,,,,,,,,,,smooth,,oz,,,active
jeffree-star-velour-liquid-lipstick-copy,,,,,,,,,designer-blood,,,,,,,,,5.38640939375,shopify,deny,manual,22.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,,
jeffree-star-velour-liquid-lipstick-copy,,,,,,,,,tea-bag,,,,,,,,,5.38640939375,shopify,deny,manual,22.00,22.00,true,true,,,,,'840157903034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,5.00,
jeffree-star-velour-liquid-lipstick-copy,,,,,,,,,posh-spice,,,,,,,,,5.38640939375,shopify,deny,manual,22.00,22.00,true,true,,,,,'815446020143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,5.00,
jeffree-star-velour-liquid-lipstick-copy,,,,,,,,,tax-break,,,,,,,,,5.38640939375,shopify,deny,manual,22.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,,
jeffree-star-velour-liquid-lipstick-copy,,,,,,,,,no-squeeze,,,,,,,,,5.38640939375,shopify,deny,manual,22.00,20.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,5.00,
jeffree-star-velour-liquid-lipstick-copy,,,,,,,,,prom-night,,,,,,,,,5.38640939375,shopify,deny,manual,22.00,22.00,true,true,,,,,'815446020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,,
lipstick,Lipstick,"<p>Indulge in rich, full-coverage color with a single swipe. This luxurious lipstick glides on smoothly, wrapping lips in a lightweight, velvety-matte finish that feels as soft as it looks. The creamy formula delivers bold pigment without dryness—just long-lasting comfort and a touch of everyday glam.</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Lip Makeup > Lipsticks,Makeup,"",true,Color,cherry-soda,product.metafields.shopify.color-pattern,,,,,,,,4.0,shopify,deny,manual,20.00,22.00,true,true,,,,,'840157904109,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/velvettrap.png?v=1758436172,1,"",false,,,,,cherry-soda,,matte,,,,,,,,,,,,,coloring; smoothing,,easy-to-apply; non-drying; high-pigmentation; long-lasting,,,,,,,cruelty-free; vegan,,,,,,,,,,,velvety; lightweight; smooth,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/velvettrap.png?v=1758436172,g,,6.00,active
vault-radiance-setting-powder,Vault Radiance Setting Powder,"<p data-start=""121"" data-end=""532"">A weightless, ultra-fine loose powder that perfects and sets your makeup with a soft matte or radiant finish. The silky texture blurs the look of pores and fine lines while controlling shine—without ever feeling dry or cakey. Infused with vitamins C and E plus oil-absorbing minerals, it keeps your complexion smooth, fresh, and photo-ready from day to night. Available in multiple shades for every skin tone.</p>
<p data-start=""534"" data-end=""562""><strong data-start=""534"" data-end=""545"">Net Wt:</strong> 10 g / 0.35 oz</p>
<div class=""OutlineElement Ltr SCXW246265963 BCX0"">
<p class=""Paragraph SCXW246265963 BCX0""> </p>
</div>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Face Powder,Makeup,"",true,Face powder color,peach,product.metafields.shopify.face-powder-color,,,,,,,,10.0,shopify,deny,manual,15.00,22.00,true,true,,,,,'840157913958,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/fe41dade-563f-4c11-98a1-3f8c86b94d0d.png?v=1758465045,1,"",false,,,,,,,matte; luminous; radiant,,jar,,,peach,loose,,,,,,,,,moisturizing; non-irritating; easy-to-apply; long-lasting,,,,,,,vegan; cruelty-free,loose-powder,,,,,all-skin-tones,,,all-skin-types; combination; oily,,,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/5ac516a8-0cf7-43e8-95e7-fea9dec6e293_f2f7507c-a919-44d1-b3da-a0b2ec60a15b.png?v=1758464959,g,,,active
